time_sec,thruster_0_thrust_N,thruster_1_thrust_N,thruster_2_thrust_N,thruster_3_thrust_N,thruster_4_thrust_N,thruster_5_thrust_N,thruster_6_thrust_N,thruster_7_thrust_N
27.280000,-2.158450,-3.302371,3.206184,2.237499,-0.175466,-0.175466,-0.175466,-0.175466
27.330000,-2.157090,-3.307830,3.210077,2.237354,-0.175691,-0.175691,-0.175691,-0.175691
27.380000,-2.155904,-3.313350,3.214035,2.237381,-0.175921,-0.175921,-0.175921,-0.175921
27.430000,-2.154899,-3.318943,3.218068,2.237587,-0.176158,-0.176158,-0.176158,-0.176158
27.480000,-2.154082,-3.324616,3.222183,2.237981,-0.176400,-0.176400,-0.176400,-0.176400
27.530000,-2.153460,-3.330376,3.226388,2.238567,-0.176649,-0.176649,-0.176649,-0.176649
27.580000,-2.153034,-3.336226,3.230685,2.239348,-0.176904,-0.176904,-0.176904,-0.176904
27.630000,-2.152807,-3.342168,3.235078,2.240328,-0.177166,-0.177166,-0.177166,-0.177166
27.680000,-2.152783,-3.348203,3.239567,2.241507,-0.177433,-0.177433,-0.177433,-0.177433
27.730000,-2.152959,-3.354328,3.244150,2.242886,-0.177708,-0.177708,-0.177708,-0.177708
27.780000,-2.153335,-3.360540,3.248823,2.244462,-0.177988,-0.177988,-0.177988,-0.177988
27.830000,-2.153908,-3.366832,3.253583,2.246232,-0.178275,-0.178275,-0.178275,-0.178275
27.880000,-2.154673,-3.373199,3.258422,2.248193,-0.178567,-0.178567,-0.178567,-0.178567
27.930000,-2.155627,-3.379632,3.263333,2.250339,-0.178866,-0.178866,-0.178866,-0.178866
27.980000,-2.156763,-3.386121,3.268308,2.252664,-0.179171,-0.179171,-0.179171,-0.179171
28.030000,-2.158075,-3.392655,3.273334,2.255160,-0.179482,-0.179482,-0.179482,-0.179482
28.080000,-2.159554,-3.399220,3.278399,2.257820,-0.179798,-0.179798,-0.179798,-0.179798
28.130000,-2.161193,-3.405803,3.283492,2.260634,-0.180120,-0.180120,-0.180120,-0.180120
28.180000,-2.162981,-3.412390,3.288597,2.263592,-0.180447,-0.180447,-0.180447,-0.180447
28.230000,-2.164908,-3.418965,3.293702,2.266684,-0.180779,-0.180779,-0.180779,-0.180779
28.280000,-2.166964,-3.425512,3.298790,2.269898,-0.181115,-0.181115,-0.181115,-0.181115
28.330000,-2.169137,-3.432014,3.303845,2.273221,-0.181456,-0.181456,-0.181456,-0.181456
28.380000,-2.171416,-3.438454,3.308851,2.276643,-0.181801,-0.181801,-0.181801,-0.181801
28.430000,-2.173789,-3.444814,3.313791,2.280150,-0.182150,-0.182150,-0.182150,-0.182150
28.480000,-2.176242,-3.451076,3.318647,2.283728,-0.182503,-0.182503,-0.182503,-0.182503
28.530000,-2.178764,-3.457222,3.323404,2.287365,-0.182858,-0.182858,-0.182858,-0.182858
28.580000,-2.181342,-3.463236,3.328045,2.291048,-0.183216,-0.183216,-0.183216,-0.183216
28.630000,-2.183963,-3.469100,3.332554,2.294762,-0.183576,-0.183576,-0.183576,-0.183576
28.680000,-2.186615,-3.474796,3.336913,2.298496,-0.183938,-0.183938,-0.183938,-0.183938
28.730000,-2.189286,-3.480309,3.341107,2.302237,-0.184302,-0.184302,-0.184302,-0.184302
28.780000,-2.191963,-3.485621,3.345121,2.305971,-0.184666,-0.184666,-0.184666,-0.184666
28.830000,-2.194633,-3.490717,3.348939,2.309685,-0.185031,-0.185031,-0.185031,-0.185031
28.880000,-2.197286,-3.495583,3.352548,2.313368,-0.185396,-0.185396,-0.185396,-0.185396
28.930000,-2.199911,-3.500207,3.355937,2.317008,-0.185761,-0.185761,-0.185761,-0.185761
28.980000,-2.202498,-3.504574,3.359092,2.320595,-0.186125,-0.186125,-0.186125,-0.186125
29.030000,-2.205035,-3.508675,3.362002,2.324117,-0.186488,-0.186488,-0.186488,-0.186488
29.080000,-2.207514,-3.512498,3.364659,2.327565,-0.186849,-0.186849,-0.186849,-0.186849
29.130000,-2.209926,-3.516033,3.367051,2.330930,-0.187207,-0.187207,-0.187207,-0.187207
29.180000,-2.212263,-3.519272,3.369172,2.334202,-0.187564,-0.187564,-0.187564,-0.187564
29.230000,-2.214517,-3.522211,3.371017,2.337375,-0.187917,-0.187917,-0.187917,-0.187917
29.280000,-2.216681,-3.524841,3.372578,2.340442,-0.188266,-0.188266,-0.188266,-0.188266
29.330000,-2.218751,-3.527159,3.373853,2.343396,-0.188612,-0.188612,-0.188612,-0.188612
29.380000,-2.220721,-3.529163,3.374838,2.346233,-0.188954,-0.188954,-0.188954,-0.188954
29.430000,-2.222588,-3.530849,3.375532,2.348949,-0.189291,-0.189291,-0.189291,-0.189291
29.480000,-2.224347,-3.532219,3.375934,2.351539,-0.189623,-0.189623,-0.189623,-0.189623
29.530000,-2.225996,-3.533272,3.376046,2.354001,-0.189949,-0.189949,-0.189949,-0.189949
29.580000,-2.227534,-3.534011,3.375868,2.356334,-0.190270,-0.190270,-0.190270,-0.190270
29.630000,-2.228958,-3.534437,3.375404,2.358535,-0.190585,-0.190585,-0.190585,-0.190585
29.680000,-2.230270,-3.534556,3.374658,2.360606,-0.190894,-0.190894,-0.190894,-0.190894
29.730000,-2.231470,-3.534373,3.373634,2.362547,-0.191196,-0.191196,-0.191196,-0.191196
29.780000,-2.232560,-3.533893,3.372340,2.364360,-0.191491,-0.191491,-0.191491,-0.191491
29.830000,-2.233542,-3.533124,3.370782,2.366046,-0.191780,-0.191780,-0.191780,-0.191780
29.880000,-2.234417,-3.532075,3.368967,2.367608,-0.192061,-0.192061,-0.192061,-0.192061
29.930000,-2.235190,-3.530753,3.366906,2.369050,-0.192335,-0.192335,-0.192335,-0.192335
29.980000,-2.235864,-3.529169,3.364605,2.370377,-0.192601,-0.192601,-0.192601,-0.192601
30.030000,-2.236445,-3.527331,3.362076,2.371591,-0.192860,-0.192860,-0.192860,-0.192860
30.080000,-2.236935,-3.525250,3.359327,2.372700,-0.193112,-0.193112,-0.193112,-0.193112
30.130000,-2.237342,-3.522936,3.356369,2.373706,-0.193355,-0.193355,-0.193355,-0.193355
30.180000,-2.237670,-3.520400,3.353212,2.374617,-0.193591,-0.193591,-0.193591,-0.193591
30.230000,-2.237925,-3.517654,3.349868,2.375439,-0.193819,-0.193819,-0.193819,-0.193819
30.280000,-2.238114,-3.514709,3.346349,2.376178,-0.194039,-0.194039,-0.194039,-0.194039
30.330000,-2.238243,-3.511578,3.342665,2.376841,-0.194252,-0.194252,-0.194252,-0.194252
30.380000,-2.238318,-3.508270,3.338827,2.377434,-0.194457,-0.194457,-0.194457,-0.194457
30.430000,-2.238347,-3.504798,3.334846,2.377965,-0.194654,-0.194654,-0.194654,-0.194654
30.480000,-2.238336,-3.501171,3.330733,2.378439,-0.194843,-0.194843,-0.194843,-0.194843
30.530000,-2.238291,-3.497400,3.326497,2.378864,-0.195025,-0.195025,-0.195025,-0.195025
30.580000,-2.238219,-3.493496,3.322150,2.379247,-0.195200,-0.195200,-0.195200,-0.195200
30.630000,-2.238126,-3.489471,3.317702,2.379594,-0.195367,-0.195367,-0.195367,-0.195367
30.680000,-2.238020,-3.485332,3.313162,2.379912,-0.195527,-0.195527,-0.195527,-0.195527
30.730000,-2.237907,-3.481127,3.308579,2.380205,-0.195679,-0.195679,-0.195679,-0.195679
30.780000,-2.237789,-3.476779,3.303871,2.380483,-0.195825,-0.195825,-0.195825,-0.195825
30.830000,-2.237675,-3.472344,3.299097,2.380747,-0.195964,-0.195964,-0.195964,-0.195964
30.880000,-2.237568,-3.467828,3.294262,2.381005,-0.196096,-0.196096,-0.196096,-0.196096
30.930000,-2.237473,-3.463238,3.289374,2.381259,-0.196222,-0.196222,-0.196222,-0.196222
30.980000,-2.237394,-3.458579,3.284438,2.381515,-0.196341,-0.196341,-0.196341,-0.196341
31.030000,-2.237337,-3.453857,3.279460,2.381778,-0.196454,-0.196454,-0.196454,-0.196454
31.080000,-2.237305,-3.449076,3.274442,2.382050,-0.196561,-0.196561,-0.196561,-0.196561
31.130000,-2.237299,-3.444239,3.269390,2.382334,-0.196662,-0.196662,-0.196662,-0.196662
31.180000,-2.237324,-3.439350,3.264305,2.382634,-0.196757,-0.196757,-0.196757,-0.196757
31.230000,-2.237381,-3.434408,3.259190,2.382950,-0.196845,-0.196845,-0.196845,-0.196845
31.280000,-2.237472,-3.429417,3.254045,2.383286,-0.196928,-0.196928,-0.196928,-0.196928
31.330000,-2.237596,-3.424420,3.248916,2.383638,-0.197005,-0.197005,-0.197005,-0.197005
31.380000,-2.237758,-3.419322,3.243706,2.384015,-0.197077,-0.197077,-0.197077,-0.197077
31.430000,-2.237957,-3.414177,3.238470,2.384413,-0.197144,-0.197144,-0.197144,-0.197144
31.480000,-2.238192,-3.408983,3.233207,2.384831,-0.197205,-0.197205,-0.197205,-0.197205
31.530000,-2.238463,-3.403738,3.227914,2.385270,-0.197261,-0.197261,-0.197261,-0.197261
31.580000,-2.238768,-3.398439,3.222589,2.385727,-0.197311,-0.197311,-0.197311,-0.197311
31.630000,-2.239101,-3.393130,3.217274,2.386196,-0.197356,-0.197356,-0.197356,-0.197356
31.680000,-2.239471,-3.387704,3.211864,2.386686,-0.197396,-0.197396,-0.197396,-0.197396
31.730000,-2.239870,-3.382216,3.206415,2.387189,-0.197430,-0.197430,-0.197430,-0.197430
31.780000,-2.240294,-3.376661,3.200921,2.387701,-0.197460,-0.197460,-0.197460,-0.197460
31.830000,-2.240742,-3.371035,3.195378,2.388220,-0.197484,-0.197484,-0.197484,-0.197484
31.880000,-2.241209,-3.365333,3.189781,2.388742,-0.197502,-0.197502,-0.197502,-0.197502
31.930000,-2.241694,-3.359551,3.184126,2.389264,-0.197516,-0.197516,-0.197516,-0.197516
31.980000,-2.242191,-3.353682,3.178406,2.389783,-0.197524,-0.197524,-0.197524,-0.197524
32.030000,-2.242698,-3.347721,3.172618,2.390294,-0.197527,-0.197527,-0.197527,-0.197527
32.080000,-2.243211,-3.341662,3.166754,2.390794,-0.197524,-0.197524,-0.197524,-0.197524
32.130000,-2.243724,-3.335501,3.160810,2.391276,-0.197516,-0.197516,-0.197516,-0.197516
32.180000,-2.244234,-3.329231,3.154780,2.391738,-0.197502,-0.197502,-0.197502,-0.197502
32.230000,-2.244735,-3.322848,3.148660,2.392175,-0.197482,-0.197482,-0.197482,-0.197482
32.280000,-2.245225,-3.316347,3.142444,2.392582,-0.197457,-0.197457,-0.197457,-0.197457
32.330000,-2.245698,-3.309720,3.136126,2.392956,-0.197426,-0.197426,-0.197426,-0.197426
32.380000,-2.246151,-3.302965,3.129701,2.393290,-0.197389,-0.197389,-0.197389,-0.197389
32.430000,-2.246578,-3.296077,3.123166,2.393582,-0.197346,-0.197346,-0.197346,-0.197346
32.480000,-2.246975,-3.289050,3.116516,2.393826,-0.197297,-0.197297,-0.197297,-0.197297
32.530000,-2.247338,-3.281881,3.109745,2.394019,-0.197242,-0.197242,-0.197242,-0.197242
32.580000,-2.247663,-3.274566,3.102850,2.394156,-0.197180,-0.197180,-0.197180,-0.197180
32.630000,-2.247945,-3.267100,3.095827,2.394233,-0.197112,-0.197112,-0.197112,-0.197112
32.680000,-2.248182,-3.259482,3.088673,2.394246,-0.197038,-0.197038,-0.197038,-0.197038
32.730000,-2.248370,-3.251708,3.081386,2.394193,-0.196957,-0.196957,-0.196957,-0.196957
32.780000,-2.248505,-3.243776,3.073963,2.394070,-0.196869,-0.196869,-0.196869,-0.196869
32.830000,-2.248584,-3.235683,3.066400,2.393873,-0.196775,-0.196775,-0.196775,-0.196775
32.880000,-2.248604,-3.227429,3.058696,2.393600,-0.196674,-0.196674,-0.196674,-0.196674
32.930000,-2.248562,-3.219011,3.050850,2.393248,-0.196566,-0.196566,-0.196566,-0.196566
32.980000,-2.248456,-3.210428,3.042859,2.392815,-0.196452,-0.196452,-0.196452,-0.196452
33.030000,-2.248285,-3.201680,3.034725,2.392299,-0.196330,-0.196330,-0.196330,-0.196330
33.080000,-2.248045,-3.192768,3.026445,2.391699,-0.196201,-0.196201,-0.196201,-0.196201
33.130000,-2.247736,-3.183691,3.018022,2.391012,-0.196065,-0.196065,-0.196065,-0.196065
33.180000,-2.247362,-3.174451,3.009454,2.390239,-0.195923,-0.195923,-0.195923,-0.195923
33.230000,-2.246909,-3.165047,3.000742,2.389377,-0.195773,-0.195773,-0.195773,-0.195773
33.280000,-2.246384,-3.155482,2.991887,2.388426,-0.195616,-0.195616,-0.195616,-0.195616
33.330000,-2.245785,-3.145757,2.982891,2.387386,-0.195452,-0.195452,-0.195452,-0.195452
33.380000,-2.245113,-3.135874,2.973755,2.386257,-0.195281,-0.195281,-0.195281,-0.195281
33.430000,-2.244367,-3.125836,2.964482,2.385039,-0.195102,-0.195102,-0.195102,-0.195102
33.480000,-2.243548,-3.115646,2.955073,2.383732,-0.194917,-0.194917,-0.194917,-0.194917
33.530000,-2.242657,-3.105305,2.945532,2.382337,-0.194725,-0.194725,-0.194725,-0.194725
33.580000,-2.241692,-3.094818,2.935861,2.380855,-0.194525,-0.194525,-0.194525,-0.194525
33.630000,-2.240657,-3.084187,2.926062,2.379288,-0.194319,-0.194319,-0.194319,-0.194319
33.680000,-2.239552,-3.073416,2.916139,2.377636,-0.194106,-0.194106,-0.194106,-0.194106
33.730000,-2.238378,-3.062509,2.906096,2.375901,-0.193886,-0.193886,-0.193886,-0.193886
33.780000,-2.237137,-3.051470,2.895937,2.374085,-0.193660,-0.193660,-0.193660,-0.193660
33.830000,-2.235829,-3.040303,2.885663,2.372189,-0.193427,-0.193427,-0.193427,-0.193427
33.880000,-2.234457,-3.029010,2.875279,2.370215,-0.193187,-0.193187,-0.193187,-0.193187
33.930000,-2.233023,-3.017597,2.864789,2.368165,-0.192940,-0.192940,-0.192940,-0.192940
33.980000,-2.231527,-3.006067,2.854196,2.366042,-0.192688,-0.192688,-0.192688,-0.192688
34.030000,-2.229973,-2.994424,2.843503,2.363847,-0.192429,-0.192429,-0.192429,-0.192429
34.080000,-2.228362,-2.982672,2.832715,2.361582,-0.192164,-0.192164,-0.192164,-0.192164
34.130000,-2.226696,-2.970815,2.821835,2.359251,-0.191892,-0.191892,-0.191892,-0.191892
34.180000,-2.224978,-2.958859,2.810867,2.356855,-0.191615,-0.191615,-0.191615,-0.191615
34.230000,-2.223209,-2.946806,2.799816,2.354396,-0.191332,-0.191332,-0.191332,-0.191332
34.280000,-2.221392,-2.934659,2.788683,2.351877,-0.191043,-0.191043,-0.191043,-0.191043
34.330000,-2.219527,-2.922422,2.777472,2.349299,-0.190749,-0.190749,-0.190749,-0.190749
34.380000,-2.217616,-2.910099,2.766185,2.346663,-0.190449,-0.190449,-0.190449,-0.190452
34.430000,-2.215662,-2.897692,2.754826,2.343973,-0.190144,-0.190144,-0.190144,-0.190146
34.480000,-2.213667,-2.885204,2.743398,2.341230,-0.189833,-0.189833,-0.189833,-0.189835
34.530000,-2.211631,-2.872639,2.731904,2.338436,-0.189517,-0.189517,-0.189517,-0.189519
34.580000,-2.209559,-2.860000,2.720346,2.335594,-0.189197,-0.189197,-0.189197,-0.189198
34.630000,-2.207450,-2.847290,2.708726,2.332705,-0.188871,-0.188871,-0.188871,-0.188872
34.680000,-2.205306,-2.834510,2.697047,2.329771,-0.188540,-0.188540,-0.188540,-0.188541
34.730000,-2.203127,-2.821662,2.685310,2.326791,-0.188205,-0.188205,-0.188205,-0.188206
34.780000,-2.200915,-2.808749,2.673518,2.323768,-0.187865,-0.187865,-0.187865,-0.187866
34.830000,-2.198672,-2.795773,2.661671,2.320704,-0.187521,-0.187521,-0.187521,-0.187521
34.880000,-2.196398,-2.782734,2.649771,2.317598,-0.187172,-0.187172,-0.187172,-0.187172
34.930000,-2.194093,-2.769635,2.637820,2.314451,-0.186819,-0.186819,-0.186819,-0.186819
34.980000,-2.191778,-2.756588,2.625818,2.311266,-0.186462,-0.186462,-0.186462,-0.186462
35.030000,-2.189410,-2.743346,2.613767,2.308041,-0.186100,-0.186100,-0.186100,-0.186100
35.080000,-2.187013,-2.730051,2.601666,2.304778,-0.185735,-0.185735,-0.185735,-0.185735
35.130000,-2.184588,-2.716703,2.589516,2.301475,-0.185365,-0.185365,-0.185365,-0.185365
35.180000,-2.182133,-2.703301,2.577317,2.298132,-0.184992,-0.184992,-0.184992,-0.184992
35.230000,-2.179650,-2.689846,2.565070,2.294752,-0.184615,-0.184615,-0.184615,-0.184615
35.280000,-2.177138,-2.676337,2.552774,2.291333,-0.184234,-0.184234,-0.184234,-0.184234
35.330000,-2.174597,-2.662773,2.540429,2.287876,-0.183849,-0.183849,-0.183849,-0.183849
35.380000,-2.172025,-2.649155,2.528036,2.284379,-0.183461,-0.183461,-0.183461,-0.183461
35.430000,-2.169422,-2.635482,2.515594,2.280842,-0.183069,-0.183069,-0.183069,-0.183069
35.480000,-2.166787,-2.621752,2.503102,2.277265,-0.182674,-0.182674,-0.182674,-0.182674
35.530000,-2.164119,-2.607966,2.490559,2.273646,-0.182275,-0.182275,-0.182275,-0.182275
35.580000,-2.161418,-2.594122,2.477965,2.269985,-0.181873,-0.181873,-0.181873,-0.181873
35.630000,-2.158682,-2.580221,2.465318,2.266281,-0.181467,-0.181467,-0.181467,-0.181467
35.680000,-2.155912,-2.566262,2.452620,2.262535,-0.181058,-0.181058,-0.181058,-0.181058
35.730000,-2.153104,-2.552244,2.439869,2.258743,-0.180646,-0.180646,-0.180646,-0.180646
35.780000,-2.150259,-2.538167,2.427064,2.254906,-0.180231,-0.180231,-0.180231,-0.180231
35.830000,-2.147374,-2.524030,2.414204,2.251020,-0.179812,-0.179812,-0.179812,-0.179812
35.880000,-2.144448,-2.509833,2.401289,2.247088,-0.179390,-0.179390,-0.179390,-0.179390
35.930000,-2.141482,-2.495573,2.388317,2.243106,-0.178966,-0.178966,-0.178966,-0.178966
35.980000,-2.138472,-2.481251,2.375286,2.239074,-0.178538,-0.178538,-0.178538,-0.178538
36.030000,-2.135418,-2.466865,2.362197,2.234990,-0.178107,-0.178107,-0.178107,-0.178107
36.080000,-2.132318,-2.452416,2.349049,2.230853,-0.177672,-0.177672,-0.177672,-0.177672
36.130000,-2.129170,-2.437903,2.335840,2.226662,-0.177235,-0.177235,-0.177235,-0.177235
36.180000,-2.125974,-2.423325,2.322571,2.222415,-0.176795,-0.176795,-0.176795,-0.176795
36.230000,-2.122729,-2.408683,2.309241,2.218113,-0.176352,-0.176352,-0.176352,-0.176352
36.280000,-2.119432,-2.393975,2.295849,2.213753,-0.175906,-0.175906,-0.175906,-0.175906
36.330000,-2.116084,-2.379202,2.282394,2.209335,-0.175457,-0.175457,-0.175457,-0.175457
36.380000,-2.112684,-2.364363,2.268877,2.204858,-0.175006,-0.175006,-0.175006,-0.175006
36.430000,-2.109229,-2.349458,2.255297,2.200322,-0.174551,-0.174551,-0.174551,-0.174551
36.480000,-2.105719,-2.334488,2.241652,2.195725,-0.174094,-0.174094,-0.174094,-0.174094
36.530000,-2.102153,-2.319451,2.227944,2.191065,-0.173634,-0.173634,-0.173634,-0.173634
36.580000,-2.098562,-2.304477,2.214290,2.186385,-0.173175,-0.173175,-0.173175,-0.173175
36.630000,-2.094907,-2.289410,2.200546,2.181633,-0.172713,-0.172713,-0.172713,-0.172713
36.680000,-2.091154,-2.274125,2.186599,2.176768,-0.172243,-0.172243,-0.172243,-0.172243
36.730000,-2.087345,-2.258785,2.172598,2.171842,-0.171771,-0.171771,-0.171771,-0.171771
36.780000,-2.083478,-2.243389,2.158540,2.166853,-0.171297,-0.171297,-0.171297,-0.171297
36.830000,-2.079552,-2.227935,2.144425,2.161801,-0.170820,-0.170820,-0.170820,-0.170820
36.880000,-2.075565,-2.212422,2.130250,2.156685,-0.170341,-0.170341,-0.170341,-0.170341
36.930000,-2.071518,-2.196851,2.116018,2.151505,-0.169860,-0.169860,-0.169860,-0.169860
36.980000,-2.067447,-2.181355,2.101848,2.146307,-0.169380,-0.169380,-0.169380,-0.169380
37.030000,-2.063271,-2.165639,2.087471,2.140989,-0.168893,-0.168893,-0.168893,-0.168893
37.080000,-2.059035,-2.149871,2.073041,2.135608,-0.168405,-0.168405,-0.168405,-0.168405
37.130000,-2.054739,-2.134052,2.058558,2.130163,-0.167914,-0.167914,-0.167914,-0.167914
37.180000,-2.050382,-2.118180,2.044021,2.124654,-0.167421,-0.167421,-0.167421,-0.167421
37.230000,-2.045964,-2.102255,2.029430,2.119083,-0.166926,-0.166926,-0.166926,-0.166926
37.280000,-2.041485,-2.086279,2.014784,2.113447,-0.166428,-0.166428,-0.166428,-0.166428
37.330000,-2.036944,-2.070252,2.000086,2.107748,-0.165929,-0.165929,-0.165929,-0.165929
37.380000,-2.032343,-2.054175,1.985336,2.101985,-0.165428,-0.165428,-0.165428,-0.165428
37.430000,-2.027680,-2.038049,1.970534,2.096158,-0.164925,-0.164925,-0.164925,-0.164925
37.480000,-2.022956,-2.021876,1.955682,2.090269,-0.164420,-0.164420,-0.164420,-0.164420
37.530000,-2.018173,-2.005656,1.940781,2.084318,-0.163913,-0.163913,-0.163913,-0.163913
37.580000,-2.013330,-1.989391,1.925831,2.078306,-0.163405,-0.163405,-0.163405,-0.163405
37.630000,-2.008428,-1.973082,1.910834,2.072233,-0.162895,-0.162895,-0.162895,-0.162895
37.680000,-2.003510,-1.956870,1.895919,2.066154,-0.162387,-0.162387,-0.162387,-0.162387
37.730000,-1.998481,-1.940448,1.880803,2.059950,-0.161872,-0.161872,-0.161872,-0.161872
37.780000,-1.993397,-1.923993,1.865650,2.053690,-0.161356,-0.161356,-0.161356,-0.161356
37.830000,-1.988258,-1.907505,1.850460,2.047373,-0.160839,-0.160839,-0.160839,-0.160839
37.880000,-1.983062,-1.890985,1.835232,2.041000,-0.160320,-0.160320,-0.160320,-0.160320
37.930000,-1.977811,-1.874432,1.819967,2.034571,-0.159800,-0.159800,-0.159800,-0.159800
37.980000,-1.972505,-1.857849,1.804667,2.028087,-0.159279,-0.159279,-0.159279,-0.159279
38.030000,-1.967190,-1.841236,1.789332,2.021548,-0.158756,-0.158756,-0.158761,-0.158761
38.080000,-1.961764,-1.824595,1.773963,2.014954,-0.158233,-0.158233,-0.158236,-0.158236
38.130000,-1.956287,-1.807926,1.758561,2.008306,-0.157712,-0.157712,-0.157715,-0.157715
38.180000,-1.950757,-1.791232,1.743128,2.001604,-0.157185,-0.157185,-0.157187,-0.157187
38.230000,-1.945175,-1.774512,1.727663,1.994850,-0.156657,-0.156657,-0.156658,-0.156658
38.280000,-1.939540,-1.757769,1.712168,1.988042,-0.156127,-0.156127,-0.156129,-0.156129
38.330000,-1.933855,-1.741004,1.696645,1.981183,-0.155597,-0.155597,-0.155598,-0.155598
38.380000,-1.928117,-1.724218,1.681095,1.974272,-0.155066,-0.155066,-0.155067,-0.155067
38.430000,-1.922329,-1.707412,1.665519,1.967311,-0.154535,-0.154535,-0.154535,-0.154535
38.480000,-1.916490,-1.690589,1.649918,1.960299,-0.154002,-0.154002,-0.154002,-0.154002
38.530000,-1.910601,-1.673749,1.634293,1.953238,-0.153468,-0.153468,-0.153469,-0.153469
38.580000,-1.904661,-1.656893,1.618646,1.946127,-0.152934,-0.152934,-0.152934,-0.152934
38.630000,-1.898671,-1.640022,1.602976,1.938968,-0.152399,-0.152399,-0.152399,-0.152399
38.680000,-1.892630,-1.623138,1.587286,1.931759,-0.151863,-0.151863,-0.151863,-0.151863
38.730000,-1.886540,-1.606241,1.571575,1.924502,-0.151326,-0.151326,-0.151326,-0.151326
38.780000,-1.880400,-1.589334,1.555846,1.917197,-0.150789,-0.150789,-0.150789,-0.150789
38.830000,-1.874210,-1.572417,1.540099,1.909844,-0.150251,-0.150251,-0.150251,-0.150251
38.880000,-1.867971,-1.555491,1.524334,1.902444,-0.149712,-0.149712,-0.149712,-0.149712
38.930000,-1.861682,-1.538557,1.508553,1.894996,-0.149173,-0.149173,-0.149173,-0.149173
38.980000,-1.855343,-1.521616,1.492757,1.887501,-0.148633,-0.148633,-0.148633,-0.148633
39.030000,-1.848954,-1.504669,1.476945,1.879958,-0.148092,-0.148092,-0.148092,-0.148092
39.080000,-1.842515,-1.487717,1.461120,1.872367,-0.147551,-0.147551,-0.147551,-0.147551
39.130000,-1.836026,-1.470763,1.445283,1.864730,-0.147009,-0.147009,-0.147009,-0.147009
39.180000,-1.829487,-1.453806,1.429434,1.857045,-0.146466,-0.146466,-0.146466,-0.146466
39.230000,-1.822897,-1.436847,1.413574,1.849313,-0.145923,-0.145923,-0.145923,-0.145923
39.280000,-1.816256,-1.419888,1.397704,1.841533,-0.145380,-0.145380,-0.145380,-0.145380
39.330000,-1.809565,-1.402929,1.381824,1.833706,-0.144836,-0.144836,-0.144836,-0.144836
39.380000,-1.802823,-1.385972,1.365935,1.825831,-0.144292,-0.144292,-0.144292,-0.144292
39.430000,-1.796029,-1.369016,1.350039,1.817908,-0.143747,-0.143747,-0.143747,-0.143747
39.480000,-1.789183,-1.352064,1.334135,1.809936,-0.143201,-0.143201,-0.143201,-0.143201
39.530000,-1.782285,-1.335115,1.318224,1.801917,-0.142655,-0.142655,-0.142655,-0.142655
39.580000,-1.775334,-1.318173,1.302308,1.793849,-0.142109,-0.142109,-0.142109,-0.142109
39.630000,-1.768331,-1.301236,1.286388,1.785732,-0.141562,-0.141562,-0.141562,-0.141562
39.680000,-1.761275,-1.284306,1.270463,1.777567,-0.141015,-0.141015,-0.141015,-0.141015
39.730000,-1.754165,-1.267384,1.254535,1.769353,-0.140468,-0.140468,-0.140468,-0.140468
39.780000,-1.747001,-1.250472,1.238605,1.761089,-0.139920,-0.139920,-0.139920,-0.139920
39.830000,-1.739784,-1.233569,1.222674,1.752776,-0.139371,-0.139371,-0.139371,-0.139371
39.880000,-1.732511,-1.216678,1.206742,1.744413,-0.138822,-0.138822,-0.138822,-0.138822
39.930000,-1.725183,-1.199800,1.190810,1.736000,-0.138273,-0.138273,-0.138273,-0.138273
39.980000,-1.717800,-1.182934,1.174880,1.727537,-0.137723,-0.137723,-0.137723,-0.137723
40.030000,-1.710361,-1.166084,1.158952,1.719023,-0.137173,-0.137173,-0.137173,-0.137173
40.080000,-1.702866,-1.149248,1.143027,1.710458,-0.136622,-0.136622,-0.136622,-0.136622
40.130000,-1.695315,-1.132430,1.127106,1.701842,-0.136071,-0.136071,-0.136071,-0.136071
40.180000,-1.687706,-1.115630,1.111191,1.693175,-0.135519,-0.135519,-0.135519,-0.135519
40.230000,-1.680040,-1.098848,1.095282,1.684457,-0.134967,-0.134967,-0.134967,-0.134967
40.280000,-1.672317,-1.082087,1.079380,1.675686,-0.134415,-0.134415,-0.134415,-0.134415
40.330000,-1.664535,-1.065348,1.063486,1.666864,-0.133862,-0.133862,-0.133862,-0.133862
40.380000,-1.656695,-1.048631,1.047602,1.657989,-0.133309,-0.133309,-0.133309,-0.133309
40.430000,-1.648796,-1.031940,1.031730,1.649062,-0.132755,-0.132755,-0.132755,-0.132755
40.480000,-1.640838,-1.015274,1.015869,1.640082,-0.132200,-0.132200,-0.132200,-0.132200
40.530000,-1.632820,-0.998635,1.000021,1.631049,-0.131645,-0.131645,-0.131645,-0.131645
40.580000,-1.624743,-0.982025,0.984188,1.621963,-0.131090,-0.131090,-0.131090,-0.131090
40.630000,-1.616605,-0.965444,0.968370,1.612825,-0.130534,-0.130534,-0.130534,-0.130534
40.680000,-1.608408,-0.948895,0.952569,1.603633,-0.129977,-0.129977,-0.129977,-0.129977
40.730000,-1.600151,-0.932380,0.936788,1.594388,-0.129420,-0.129420,-0.129420,-0.129420
40.780000,-1.591832,-0.915899,0.921027,1.585089,-0.128862,-0.128862,-0.128862,-0.128862
40.830000,-1.583452,-0.899455,0.905287,1.575736,-0.128304,-0.128304,-0.128304,-0.128304
