time_sec,thruster_0_thrust_N,thruster_1_thrust_N,thruster_2_thrust_N,thruster_3_thrust_N,thruster_4_thrust_N,thruster_5_thrust_N,thruster_6_thrust_N,thruster_7_thrust_N
13.680000,0.093871,0.957215,-0.940690,-0.099140,-0.090526,-0.090526,-0.090526,-0.090526
13.730000,0.086284,0.949227,-0.932618,-0.091386,-0.089788,-0.089788,-0.089788,-0.089788
13.780000,0.078921,0.941051,-0.924352,-0.083853,-0.089048,-0.089048,-0.089048,-0.089048
13.830000,0.071791,0.932676,-0.915881,-0.076548,-0.088304,-0.088304,-0.088304,-0.088304
13.880000,0.064901,0.924092,-0.907194,-0.069478,-0.087558,-0.087558,-0.087558,-0.087558
13.930000,0.058264,0.915289,-0.898281,-0.062655,-0.086807,-0.086807,-0.086807,-0.086807
13.980000,0.051890,0.906260,-0.889134,-0.056089,-0.086053,-0.086053,-0.086053,-0.086053
14.030000,0.045792,0.896998,-0.879748,-0.049792,-0.085293,-0.085293,-0.085293,-0.085293
14.080000,0.039984,0.887497,-0.870115,-0.043778,-0.084529,-0.084529,-0.084529,-0.084529
14.130000,0.034483,0.877754,-0.860232,-0.038062,-0.083759,-0.083759,-0.083759,-0.083759
14.180000,0.029306,0.867765,-0.850095,-0.032660,-0.082982,-0.082982,-0.082982,-0.082982
14.230000,0.024470,0.857529,-0.839702,-0.027590,-0.082198,-0.082198,-0.082198,-0.082198
14.280000,0.019995,0.847045,-0.829053,-0.022871,-0.081406,-0.081406,-0.081406,-0.081406
14.330000,0.015904,0.836312,-0.818147,-0.018523,-0.080606,-0.080606,-0.080606,-0.080606
14.380000,0.012219,0.825332,-0.806984,-0.014567,-0.079796,-0.079796,-0.079796,-0.079796
14.430000,0.008964,0.814106,-0.795567,-0.011027,-0.078977,-0.078977,-0.078977,-0.078977
14.480000,0.006165,0.802638,-0.783898,-0.007928,-0.078147,-0.078147,-0.078147,-0.078147
14.530000,0.003851,0.790930,-0.771980,-0.005296,-0.077305,-0.077305,-0.077305,-0.077305
14.580000,0.002050,0.778988,-0.759817,-0.003159,-0.076450,-0.076450,-0.076450,-0.076450
14.630000,0.000793,0.766815,-0.747414,-0.001546,-0.075582,-0.075582,-0.075582,-0.075582
14.680000,0.000115,0.754417,-0.734777,-0.000489,-0.074700,-0.074700,-0.074700,-0.074700
14.730000,-0.000050,0.741801,-0.721911,-0.000021,-0.073803,-0.073803,-0.073803,-0.073803
14.780000,-0.000635,0.728974,-0.708823,0.000177,-0.072889,-0.072889,-0.072889,-0.072889
14.830000,-0.001910,0.715942,-0.695520,0.000995,-0.071958,-0.071958,-0.071958,-0.071958
14.880000,-0.003916,0.702713,-0.682009,0.002514,-0.071009,-0.071009,-0.071009,-0.071009
14.930000,-0.006699,0.689295,-0.668299,0.004775,-0.070041,-0.070041,-0.070041,-0.070041
14.980000,-0.010303,0.675694,-0.654397,0.007823,-0.069053,-0.069053,-0.069053,-0.069053
15.030000,-0.014776,0.661922,-0.640314,0.011700,-0.068046,-0.068046,-0.068046,-0.068046
15.080000,-0.020167,0.647987,-0.626058,0.016454,-0.067021,-0.067021,-0.067021,-0.067021
15.130000,-0.026524,0.633900,-0.611640,0.022129,-0.065978,-0.065978,-0.065978,-0.065978
15.180000,-0.033899,0.619673,-0.597071,0.028773,-0.064918,-0.064918,-0.064918,-0.064918
15.230000,-0.042340,0.605317,-0.582362,0.036432,-0.063844,-0.063844,-0.063844,-0.063844
15.280000,-0.051898,0.590846,-0.567527,0.045152,-0.062755,-0.062755,-0.062755,-0.062755
15.330000,-0.062621,0.576272,-0.552580,0.054977,-0.061656,-0.061656,-0.061656,-0.061656
15.380000,-0.074555,0.561609,-0.537534,0.065951,-0.060547,-0.060547,-0.060547,-0.060547
15.430000,-0.087748,0.546872,-0.522405,0.078115,-0.059430,-0.059430,-0.059430,-0.059430
15.480000,-0.102110,0.532203,-0.507342,0.091387,-0.058319,-0.058310,-0.058319,-0.058319
15.530000,-0.117967,0.517330,-0.492062,0.106066,-0.057194,-0.057187,-0.057194,-0.057194
15.580000,-0.135200,0.502433,-0.476755,0.122041,-0.056070,-0.056064,-0.056070,-0.056070
15.630000,-0.153843,0.487528,-0.461436,0.139343,-0.054950,-0.054945,-0.054950,-0.054950
15.680000,-0.173925,0.472629,-0.446123,0.157997,-0.053836,-0.053833,-0.053836,-0.053836
15.730000,-0.195281,0.457880,-0.430967,0.177846,-0.052741,-0.052739,-0.052741,-0.052741
15.780000,-0.218345,0.443008,-0.415686,0.199294,-0.051647,-0.051645,-0.051647,-0.051647
15.830000,-0.242902,0.428197,-0.400473,0.222136,-0.050570,-0.050568,-0.050570,-0.050570
15.880000,-0.268960,0.413460,-0.385343,0.246378,-0.049510,-0.049509,-0.049510,-0.049510
15.930000,-0.296520,0.398812,-0.370314,0.272020,-0.048473,-0.048472,-0.048473,-0.048473
15.980000,-0.325577,0.384269,-0.355406,0.299054,-0.047460,-0.047460,-0.047460,-0.047460
16.030000,-0.356118,0.369846,-0.340635,0.327466,-0.046475,-0.046475,-0.046475,-0.046475
16.080000,-0.388123,0.355558,-0.326020,0.357233,-0.045521,-0.045520,-0.045521,-0.045521
16.130000,-0.421563,0.341421,-0.311579,0.388328,-0.044600,-0.044599,-0.044600,-0.044600
16.180000,-0.456401,0.327449,-0.297331,0.420713,-0.043715,-0.043714,-0.043715,-0.043715
16.230000,-0.492592,0.313658,-0.283293,0.454344,-0.042869,-0.042869,-0.042869,-0.042869
16.280000,-0.530084,0.300062,-0.269482,0.489169,-0.042065,-0.042065,-0.042065,-0.042065
16.330000,-0.568814,0.286674,-0.255915,0.525130,-0.041305,-0.041305,-0.041305,-0.041305
16.380000,-0.608715,0.273509,-0.242608,0.562160,-0.040592,-0.040592,-0.040592,-0.040592
16.430000,-0.649708,0.260578,-0.229575,0.600186,-0.039929,-0.039929,-0.039929,-0.039929
16.480000,-0.691709,0.247894,-0.216832,0.639126,-0.039317,-0.039317,-0.039317,-0.039317
16.530000,-0.734626,0.235469,-0.204393,0.678894,-0.038759,-0.038759,-0.038759,-0.038759
16.580000,-0.778360,0.223312,-0.192269,0.719397,-0.038258,-0.038258,-0.038258,-0.038258
16.630000,-0.822805,0.211435,-0.180473,0.760535,-0.037816,-0.037815,-0.037816,-0.037816
16.680000,-0.867852,0.199846,-0.169015,0.802206,-0.037434,-0.037434,-0.037434,-0.037434
16.730000,-0.913384,0.188554,-0.157906,0.844299,-0.037114,-0.037114,-0.037114,-0.037114
16.780000,-0.959280,0.177566,-0.147154,0.886705,-0.036860,-0.036860,-0.036860,-0.036860
16.830000,-1.005418,0.166889,-0.136767,0.929306,-0.036672,-0.036672,-0.036672,-0.036672
16.880000,-1.051670,0.156529,-0.126752,0.971987,-0.036554,-0.036554,-0.036554,-0.036554
16.930000,-1.097909,0.146491,-0.117113,1.014629,-0.036507,-0.036507,-0.036507,-0.036507
16.980000,-1.144007,0.136780,-0.107856,1.057113,-0.036533,-0.036533,-0.036533,-0.036533
17.030000,-1.189833,0.127397,-0.098984,1.099320,-0.036635,-0.036635,-0.036635,-0.036635
17.080000,-1.235260,0.118347,-0.090500,1.141133,-0.036814,-0.036814,-0.036814,-0.036814
17.130000,-1.280163,0.109631,-0.082405,1.182436,-0.037072,-0.037072,-0.037072,-0.037072
17.180000,-1.324092,0.101319,-0.074762,1.222819,-0.037406,-0.037406,-0.037406,-0.037406
17.230000,-1.367648,0.093258,-0.067431,1.262832,-0.037831,-0.037831,-0.037831,-0.037831
17.280000,-1.410309,0.085538,-0.060494,1.301998,-0.038342,-0.038342,-0.038342,-0.038342
17.330000,-1.451969,0.078157,-0.053949,1.340222,-0.038942,-0.038942,-0.038942,-0.038942
17.380000,-1.492529,0.071114,-0.047792,1.377414,-0.039632,-0.039632,-0.039632,-0.039632
17.430000,-1.531896,0.064407,-0.042021,1.413490,-0.040415,-0.040415,-0.040415,-0.040415
17.480000,-1.569982,0.058034,-0.036633,1.448372,-0.041293,-0.041293,-0.041293,-0.041293
17.530000,-1.606710,0.051994,-0.031624,1.481992,-0.042270,-0.042270,-0.042270,-0.042270
17.580000,-1.642011,0.046284,-0.026992,1.514289,-0.043347,-0.043347,-0.043347,-0.043347
17.630000,-1.675824,0.040903,-0.022733,1.545210,-0.044527,-0.044527,-0.044527,-0.044527
17.680000,-1.708098,0.035850,-0.018844,1.574711,-0.045812,-0.045812,-0.045812,-0.045812
17.730000,-1.738793,0.031123,-0.015323,1.602757,-0.047204,-0.047204,-0.047204,-0.047190
17.780000,-1.767877,0.026722,-0.012167,1.629324,-0.048707,-0.048707,-0.048707,-0.048695
17.830000,-1.795328,0.022646,-0.009374,1.654394,-0.050320,-0.050320,-0.050320,-0.050311
17.880000,-1.821137,0.018895,-0.006943,1.677962,-0.052048,-0.052048,-0.052048,-0.052041
17.930000,-1.845300,0.015471,-0.004874,1.700028,-0.053891,-0.053891,-0.053891,-0.053885
17.980000,-1.867826,0.012375,-0.003167,1.720603,-0.055851,-0.055851,-0.055851,-0.055846
18.030000,-1.888732,0.009610,-0.001823,1.739706,-0.057929,-0.057929,-0.057929,-0.057926
18.080000,-1.908042,0.007179,-0.000845,1.757364,-0.060128,-0.060128,-0.060128,-0.060125
18.130000,-1.925793,0.005088,-0.000236,1.773611,-0.062448,-0.062448,-0.062448,-0.062446
18.180000,-1.942024,0.003344,-0.000003,1.788489,-0.064890,-0.064890,-0.064890,-0.064888
18.230000,-1.956786,0.001953,0.000150,1.802046,-0.067455,-0.067455,-0.067455,-0.067453
18.280000,-1.970067,0.000932,0.000681,1.814275,-0.070118,-0.070118,-0.070118,-0.070117
18.330000,-1.982075,0.000275,0.001618,1.825371,-0.072908,-0.072908,-0.072908,-0.072908
18.380000,-1.992795,0.000006,0.002966,1.835323,-0.075853,-0.075826,-0.075826,-0.075825
18.430000,-2.002297,-0.000140,0.004741,1.844201,-0.078918,-0.078897,-0.078897,-0.078896
18.480000,-2.010654,-0.000694,0.006958,1.852043,-0.082104,-0.082087,-0.082058,-0.082087
18.530000,-2.017944,-0.001687,0.009634,1.859000,-0.085409,-0.085396,-0.085373,-0.085396
18.580000,-2.024246,-0.003138,0.012788,1.865109,-0.088833,-0.088822,-0.088804,-0.088822
18.630000,-2.029641,-0.005072,0.016441,1.870446,-0.092373,-0.092364,-0.092350,-0.092364
18.680000,-2.034211,-0.007512,0.020617,1.875090,-0.096025,-0.096019,-0.096007,-0.096018
18.730000,-2.038040,-0.010485,0.025340,1.879119,-0.099788,-0.099782,-0.099773,-0.099782
18.780000,-2.041210,-0.014020,0.030635,1.882611,-0.103656,-0.103652,-0.103644,-0.103652
18.830000,-2.043803,-0.018145,0.036531,1.885642,-0.107625,-0.107622,-0.107616,-0.107622
18.880000,-2.045901,-0.022892,0.043056,1.888286,-0.111692,-0.111689,-0.111684,-0.111689
18.930000,-2.047580,-0.028293,0.050240,1.890616,-0.115849,-0.115847,-0.115843,-0.115847
18.980000,-2.048918,-0.034382,0.058116,1.892702,-0.120091,-0.120090,-0.120087,-0.120090
19.030000,-2.049987,-0.041194,0.066715,1.894613,-0.124413,-0.124412,-0.124409,-0.124412
19.080000,-2.050859,-0.048766,0.076070,1.896412,-0.128807,-0.128769,-0.128768,-0.128769
19.130000,-2.051599,-0.057133,0.086217,1.898163,-0.133267,-0.133237,-0.133235,-0.133237
19.180000,-2.052270,-0.066334,0.097189,1.899923,-0.137784,-0.137760,-0.137759,-0.137760
19.230000,-2.052932,-0.076405,0.109020,1.901748,-0.142351,-0.142332,-0.142332,-0.142332
19.280000,-2.053639,-0.087386,0.121746,1.903688,-0.146960,-0.146946,-0.146945,-0.146946
19.330000,-2.054431,-0.099205,0.135278,1.905767,-0.151565,-0.151553,-0.151553,-0.151553
19.380000,-2.055377,-0.112137,0.149919,1.908080,-0.156240,-0.156230,-0.156230,-0.156230
19.430000,-2.056504,-0.126088,0.165553,1.910636,-0.160927,-0.160920,-0.160920,-0.160920
19.480000,-2.057851,-0.141095,0.182213,1.913471,-0.165619,-0.165614,-0.165613,-0.165614
19.530000,-2.059449,-0.157193,0.199930,1.916615,-0.170306,-0.170301,-0.170301,-0.170264
19.580000,-2.061326,-0.174416,0.218733,1.920095,-0.174977,-0.174973,-0.174973,-0.174944
19.630000,-2.063504,-0.192797,0.238650,1.923933,-0.179622,-0.179619,-0.179619,-0.179596
19.680000,-2.066003,-0.212364,0.259705,1.928147,-0.184231,-0.184229,-0.184229,-0.184211
19.730000,-2.068802,-0.232960,0.281724,1.932699,-0.188758,-0.188756,-0.188756,-0.188742
19.780000,-2.071986,-0.255012,0.305156,1.937712,-0.193269,-0.193268,-0.193268,-0.193257
19.830000,-2.075518,-0.278315,0.329776,1.943126,-0.197710,-0.197709,-0.197709,-0.197700
19.880000,-2.079399,-0.302887,0.355595,1.948944,-0.202069,-0.202068,-0.202068,-0.202061
19.930000,-2.083627,-0.328740,0.382623,1.955163,-0.206335,-0.206335,-0.206335,-0.206329
19.980000,-2.088196,-0.355883,0.410861,1.961777,-0.210498,-0.210498,-0.210498,-0.210494
20.030000,-2.093093,-0.384318,0.440307,1.968773,-0.214547,-0.214547,-0.214547,-0.214543
20.080000,-2.098252,-0.413785,0.470691,1.976067,-0.218443,-0.218442,-0.218442,-0.218440
20.130000,-2.103773,-0.444840,0.502579,1.983800,-0.222236,-0.222236,-0.222236,-0.222234
20.180000,-2.109569,-0.477151,0.535626,1.991858,-0.225882,-0.225882,-0.225882,-0.225880
20.230000,-2.115615,-0.510701,0.569810,2.000219,-0.229371,-0.229371,-0.229371,-0.229370
20.280000,-2.121885,-0.545462,0.605102,2.008852,-0.232693,-0.232693,-0.232693,-0.232692
20.330000,-2.128350,-0.581401,0.641466,2.017728,-0.235841,-0.235840,-0.235840,-0.235840
20.380000,-2.134919,-0.618166,0.678544,2.026732,-0.238786,-0.238786,-0.238786,-0.238785
20.430000,-2.141690,-0.656395,0.716979,2.036008,-0.241562,-0.241562,-0.241562,-0.241562
20.480000,-2.148552,-0.695648,0.756327,2.045412,-0.244140,-0.244140,-0.244140,-0.244140
20.530000,-2.155468,-0.735866,0.796528,2.054905,-0.246514,-0.246513,-0.246513,-0.246513
20.580000,-2.162398,-0.776982,0.837516,2.064442,-0.248678,-0.248678,-0.248678,-0.248677
20.630000,-2.169304,-0.818923,0.879219,2.073981,-0.250628,-0.250628,-0.250628,-0.250628
20.680000,-2.176146,-0.861607,0.921561,2.083476,-0.252362,-0.252362,-0.252362,-0.252362
20.730000,-2.182882,-0.904949,0.964456,2.092880,-0.253878,-0.253878,-0.253878,-0.253878
20.780000,-2.189472,-0.948856,1.007817,2.102146,-0.255175,-0.255175,-0.255175,-0.255175
20.830000,-2.195874,-0.993230,1.051551,2.111226,-0.256253,-0.256253,-0.256253,-0.256253
20.880000,-2.202048,-1.037969,1.095562,2.120071,-0.257113,-0.257113,-0.257113,-0.257113
20.930000,-2.207953,-1.082968,1.139751,2.128636,-0.257757,-0.257757,-0.257757,-0.257757
20.980000,-2.213552,-1.128118,1.184016,2.136875,-0.258190,-0.258190,-0.258190,-0.258190
21.030000,-2.218807,-1.173308,1.228252,2.144742,-0.258416,-0.258416,-0.258416,-0.258416
21.080000,-2.223682,-1.218423,1.272355,2.152196,-0.258439,-0.258439,-0.258439,-0.258439
21.130000,-2.228146,-1.263350,1.316219,2.159195,-0.258268,-0.258268,-0.258268,-0.258268
21.180000,-2.232165,-1.307976,1.359739,2.165702,-0.257908,-0.257908,-0.257908,-0.257908
21.230000,-2.235713,-1.352187,1.402812,2.171681,-0.257368,-0.257368,-0.257368,-0.257368
21.280000,-2.238763,-1.395875,1.445336,2.177100,-0.256656,-0.256656,-0.256656,-0.256656
21.330000,-2.241293,-1.438930,1.487213,2.181930,-0.255782,-0.255782,-0.255782,-0.255782
21.380000,-2.243283,-1.481249,1.528346,2.186146,-0.254756,-0.254756,-0.254756,-0.254756
21.430000,-2.244718,-1.522733,1.568646,2.189727,-0.253587,-0.253587,-0.253587,-0.253587
21.480000,-2.245585,-1.563287,1.608026,2.192658,-0.252287,-0.252287,-0.252287,-0.252287
21.530000,-2.245874,-1.602824,1.646406,2.194924,-0.250865,-0.250865,-0.250865,-0.250865
21.580000,-2.245583,-1.641263,1.683712,2.196518,-0.249333,-0.249333,-0.249333,-0.249333
21.630000,-2.244708,-1.678531,1.719877,2.197438,-0.247702,-0.247702,-0.247702,-0.247702
21.680000,-2.243254,-1.714563,1.754841,2.197683,-0.245981,-0.245981,-0.245981,-0.245981
21.730000,-2.241225,-1.749302,1.788553,2.197261,-0.244182,-0.244182,-0.244182,-0.244182
21.780000,-2.238633,-1.782699,1.820968,2.196180,-0.242315,-0.242333,-0.242333,-0.242333
21.830000,-2.235490,-1.814718,1.852052,2.194455,-0.240390,-0.240403,-0.240403,-0.240403
21.880000,-2.231815,-1.845330,1.881778,2.192105,-0.238416,-0.238426,-0.238426,-0.238426
21.930000,-2.227627,-1.874514,1.910128,2.189153,-0.236403,-0.236411,-0.236411,-0.236411
21.980000,-2.222950,-1.902260,1.937092,2.185624,-0.234359,-0.234366,-0.234366,-0.234366
22.030000,-2.217811,-1.928568,1.962670,2.181550,-0.232294,-0.232299,-0.232299,-0.232299
22.080000,-2.212240,-1.953448,1.986871,2.176965,-0.230215,-0.230218,-0.230218,-0.230218
22.130000,-2.206332,-1.976769,2.009565,2.171961,-0.228146,-0.228149,-0.228149,-0.228149
22.180000,-2.199981,-1.998885,2.031097,2.166451,-0.226056,-0.226058,-0.226058,-0.226058
22.230000,-2.193303,-2.019643,2.051316,2.160548,-0.223973,-0.223975,-0.223975,-0.223975
22.280000,-2.186337,-2.039089,2.070264,2.154297,-0.221904,-0.221905,-0.221905,-0.221905
22.330000,-2.179120,-2.057271,2.087985,2.147741,-0.219852,-0.219854,-0.219854,-0.219854
22.380000,-2.171693,-2.074246,2.104532,2.140926,-0.217824,-0.217825,-0.217825,-0.217825
22.430000,-2.164098,-2.090075,2.119963,2.133900,-0.215823,-0.215823,-0.215823,-0.215823
22.480000,-2.156377,-2.104825,2.134340,2.126710,-0.213853,-0.213853,-0.213853,-0.213853
22.530000,-2.148572,-2.118568,2.147730,2.119404,-0.211917,-0.211917,-0.211917,-0.211917
22.580000,-2.140726,-2.131379,2.160204,2.112031,-0.210019,-0.210019,-0.210019,-0.210019
22.630000,-2.132880,-2.143337,2.171836,2.104639,-0.208161,-0.208161,-0.208161,-0.208161
22.680000,-2.125077,-2.154520,2.182700,2.097273,-0.206346,-0.206346,-0.206346,-0.206346
22.730000,-2.117358,-2.165011,2.192874,2.089981,-0.204575,-0.204575,-0.204575,-0.204575
22.780000,-2.109762,-2.174892,2.202435,2.082806,-0.202850,-0.202850,-0.202850,-0.202850
22.830000,-2.102328,-2.184246,2.211462,2.075793,-0.201173,-0.201173,-0.201173,-0.201173
22.880000,-2.095093,-2.193156,2.220035,2.068984,-0.199545,-0.199545,-0.199545,-0.199545
22.930000,-2.088095,-2.201704,2.228232,2.062418,-0.197966,-0.197966,-0.197978,-0.197978
22.980000,-2.081366,-2.209970,2.236129,2.056132,-0.196437,-0.196437,-0.196446,-0.196446
23.030000,-2.074984,-2.218032,2.243743,2.050164,-0.194970,-0.194970,-0.194977,-0.194977
23.080000,-2.068879,-2.225966,2.251274,2.044544,-0.193540,-0.193540,-0.193545,-0.193545
23.130000,-2.063172,-2.233782,2.258661,2.039337,-0.192172,-0.192172,-0.192176,-0.192176
23.180000,-2.057807,-2.241691,2.266105,2.034499,-0.190842,-0.190842,-0.190846,-0.190846
23.230000,-2.052854,-2.249680,2.273595,2.030096,-0.189564,-0.189564,-0.189567,-0.189567
23.280000,-2.048332,-2.257813,2.281194,2.026152,-0.188338,-0.188338,-0.188340,-0.188340
23.330000,-2.044260,-2.266149,2.288960,2.022684,-0.187161,-0.187161,-0.187163,-0.187163
23.380000,-2.040652,-2.274743,2.296945,2.019711,-0.186034,-0.186034,-0.186036,-0.186036
23.430000,-2.037521,-2.283646,2.305200,2.017246,-0.184957,-0.184957,-0.184958,-0.184958
23.480000,-2.034878,-2.292904,2.313771,2.015301,-0.183927,-0.183927,-0.183928,-0.183928
23.530000,-2.032729,-2.302558,2.322696,2.013884,-0.182946,-0.182946,-0.182946,-0.182946
23.580000,-2.031080,-2.312645,2.332013,2.013001,-0.182010,-0.182010,-0.182011,-0.182011
23.630000,-2.029933,-2.323197,2.341754,2.012653,-0.181121,-0.181121,-0.181121,-0.181121
23.680000,-2.029277,-2.334136,2.351847,2.012825,-0.180282,-0.180282,-0.180282,-0.180282
23.730000,-2.029134,-2.345719,2.362532,2.013552,-0.179480,-0.179480,-0.179480,-0.179480
23.780000,-2.029483,-2.357831,2.373702,2.014807,-0.178720,-0.178720,-0.178721,-0.178721
23.830000,-2.030317,-2.370484,2.385372,2.016582,-0.178003,-0.178003,-0.178003,-0.178003
23.880000,-2.031628,-2.383690,2.397552,2.018867,-0.177326,-0.177326,-0.177326,-0.177326
23.930000,-2.033402,-2.397452,2.410246,2.021650,-0.176689,-0.176689,-0.176689,-0.176689
23.980000,-2.035624,-2.411771,2.423456,2.024916,-0.176091,-0.176091,-0.176091,-0.176091
24.030000,-2.038279,-2.426642,2.437176,2.028646,-0.175529,-0.175529,-0.175529,-0.175529
24.080000,-2.041349,-2.442056,2.451399,2.032824,-0.175004,-0.175004,-0.175004,-0.175004
24.130000,-2.044812,-2.458002,2.466113,2.037427,-0.174514,-0.174514,-0.174514,-0.174514
24.180000,-2.048647,-2.474463,2.481302,2.042433,-0.174058,-0.174058,-0.174058,-0.174058
24.230000,-2.052830,-2.491419,2.496948,2.047817,-0.173634,-0.173634,-0.173634,-0.173634
24.280000,-2.057337,-2.508847,2.513028,2.053554,-0.173241,-0.173241,-0.173241,-0.173241
24.330000,-2.062138,-2.526720,2.529517,2.059613,-0.172879,-0.172879,-0.172879,-0.172879
24.380000,-2.067207,-2.545009,2.546385,2.065967,-0.172546,-0.172546,-0.172546,-0.172546
24.430000,-2.072515,-2.563679,2.563601,2.072586,-0.172241,-0.172241,-0.172241,-0.172241
24.480000,-2.078033,-2.582697,2.581131,2.079438,-0.171963,-0.171963,-0.171963,-0.171963
24.530000,-2.083728,-2.602026,2.598940,2.086491,-0.171710,-0.171710,-0.171710,-0.171710
24.580000,-2.089570,-2.621624,2.616988,2.093713,-0.171482,-0.171482,-0.171482,-0.171482
24.630000,-2.095527,-2.641452,2.635236,2.101070,-0.171277,-0.171277,-0.171277,-0.171277
24.680000,-2.101568,-2.661468,2.653645,2.108531,-0.171095,-0.171095,-0.171095,-0.171095
24.730000,-2.107662,-2.681627,2.672171,2.116060,-0.170934,-0.170934,-0.170934,-0.170934
24.780000,-2.113776,-2.701885,2.690772,2.123627,-0.170793,-0.170793,-0.170793,-0.170793
24.830000,-2.119880,-2.722198,2.709406,2.131197,-0.170672,-0.170672,-0.170672,-0.170672
24.880000,-2.125943,-2.742519,2.728027,2.138739,-0.170568,-0.170568,-0.170568,-0.170568
24.930000,-2.131934,-2.762804,2.746593,2.146220,-0.170482,-0.170482,-0.170482,-0.170482
24.980000,-2.137826,-2.783008,2.765060,2.153611,-0.170413,-0.170413,-0.170413,-0.170413
25.030000,-2.143590,-2.803087,2.783387,2.160882,-0.170358,-0.170358,-0.170358,-0.170358
25.080000,-2.149198,-2.822997,2.801533,2.168004,-0.170319,-0.170319,-0.170319,-0.170319
25.130000,-2.154627,-2.842698,2.819456,2.174950,-0.170292,-0.170292,-0.170292,-0.170292
25.180000,-2.159850,-2.862147,2.837119,2.181695,-0.170279,-0.170279,-0.170279,-0.170279
25.230000,-2.164847,-2.881307,2.854484,2.188215,-0.170278,-0.170278,-0.170278,-0.170278
25.280000,-2.169597,-2.900141,2.871517,2.194487,-0.170288,-0.170288,-0.170288,-0.170288
25.330000,-2.174082,-2.918615,2.888185,2.200494,-0.170309,-0.170309,-0.170309,-0.170309
25.380000,-2.178284,-2.936696,2.904458,2.206215,-0.170339,-0.170339,-0.170339,-0.170339
25.430000,-2.182189,-2.954357,2.920308,2.211636,-0.170379,-0.170379,-0.170379,-0.170379
25.480000,-2.185787,-2.971569,2.935710,2.216744,-0.170427,-0.170427,-0.170427,-0.170427
25.530000,-2.189065,-2.988312,2.950644,2.221526,-0.170484,-0.170484,-0.170484,-0.170484
25.580000,-2.192016,-3.004565,2.965091,2.225974,-0.170548,-0.170548,-0.170548,-0.170548
25.630000,-2.194633,-3.020309,2.979034,2.230081,-0.170619,-0.170619,-0.170619,-0.170619
25.680000,-2.196914,-3.035532,2.992460,2.233842,-0.170696,-0.170696,-0.170696,-0.170696
25.730000,-2.198858,-3.050223,3.005360,2.237256,-0.170780,-0.170780,-0.170780,-0.170780
25.780000,-2.200465,-3.064374,3.017727,2.240324,-0.170869,-0.170869,-0.170869,-0.170869
25.830000,-2.201738,-3.077980,3.029557,2.243047,-0.170964,-0.170964,-0.170964,-0.170964
25.880000,-2.202682,-3.091041,3.040850,2.245429,-0.171063,-0.171063,-0.171063,-0.171063
25.930000,-2.203304,-3.103559,3.051610,2.247478,-0.171167,-0.171167,-0.171167,-0.171167
25.980000,-2.203613,-3.115541,3.061843,2.249203,-0.171275,-0.171275,-0.171275,-0.171275
26.030000,-2.203620,-3.126994,3.071558,2.250614,-0.171388,-0.171388,-0.171388,-0.171388
26.080000,-2.203339,-3.137929,3.080764,2.251723,-0.171505,-0.171505,-0.171505,-0.171505
26.130000,-2.202783,-3.148360,3.089477,2.252547,-0.171625,-0.171625,-0.171625,-0.171625
26.180000,-2.201968,-3.158303,3.097711,2.253100,-0.171749,-0.171749,-0.171749,-0.171749
26.230000,-2.200910,-3.167776,3.105486,2.253398,-0.171877,-0.171877,-0.171877,-0.171877
26.280000,-2.199627,-3.176799,3.112822,2.253459,-0.172008,-0.172008,-0.172008,-0.172008
26.330000,-2.198138,-3.185394,3.119739,2.253304,-0.172143,-0.172143,-0.172143,-0.172143
26.380000,-2.196464,-3.193586,3.126262,2.252953,-0.172282,-0.172282,-0.172282,-0.172282
26.430000,-2.194626,-3.201399,3.132416,2.252428,-0.172423,-0.172423,-0.172423,-0.172423
26.480000,-2.192644,-3.208860,3.138227,2.251749,-0.172569,-0.172569,-0.172569,-0.172569
26.530000,-2.190540,-3.215995,3.143721,2.250938,-0.172718,-0.172718,-0.172718,-0.172718
26.580000,-2.188335,-3.222832,3.148924,2.250018,-0.172870,-0.172869,-0.172869,-0.172869
26.630000,-2.186052,-3.229399,3.153866,2.249012,-0.173027,-0.173026,-0.173026,-0.173026
26.680000,-2.183712,-3.235725,3.158573,2.247941,-0.173187,-0.173186,-0.173186,-0.173186
26.730000,-2.181337,-3.241837,3.163073,2.246827,-0.173351,-0.173351,-0.173351,-0.173351
26.780000,-2.178948,-3.247763,3.167394,2.245693,-0.173520,-0.173519,-0.173519,-0.173519
26.830000,-2.176565,-3.253532,3.171563,2.244560,-0.173692,-0.173692,-0.173692,-0.173692
26.880000,-2.174210,-3.259170,3.175605,2.243448,-0.173869,-0.173869,-0.173869,-0.173869
26.930000,-2.171900,-3.264702,3.179547,2.242377,-0.174051,-0.174051,-0.174051,-0.174051
26.980000,-2.169654,-3.270152,3.183411,2.241366,-0.174238,-0.174238,-0.174238,-0.174238
27.030000,-2.167490,-3.275544,3.187221,2.240432,-0.174429,-0.174429,-0.174429,-0.174429
27.080000,-2.165425,-3.280901,3.191000,2.239593,-0.174626,-0.174626,-0.174626,-0.174626
27.130000,-2.163474,-3.286245,3.194768,2.238867,-0.174828,-0.174828,-0.174828,-0.174828
27.180000,-2.161653,-3.291593,3.198543,2.238267,-0.175035,-0.175035,-0.175035,-0.175035
27.230000,-2.159975,-3.296963,3.202343,2.237807,-0.175248,-0.175248,-0.175248,-0.175248
